,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,69870,"New York, NY 10012",Not locked,Bike was not locked,2016.3.3,None
1,46035,"Billings, MT",Not locked,None,2016.3.3,None
2,69694,"Elmonte, CA 91731",None,None,2016.3.3,None
3,69857,"Berkeley, CA 94709",Not locked,Bike was not locked,2016.3.3,None
4,69721,"Redding, CA 96001",Chain with padlock,"Other situation, please describe below.",2016.3.3,None
5,69820,"San Francisco, CA 94110",None,None,2016.3.3,None
6,69807,"Denver, CO 80211",Cable lock,"Other situation, please describe below.",2016.3.3,None
7,69670,"Portland, OR 97232",None,None,2016.3.2,Reported
8,69666,"Brooklyn, NY 11228",None,None,2016.3.2,None
9,69665,"Oakland, CA 94612",None,None,2016.3.2,None
0,69661,"Bothell, WA 98011",None,None,2016.3.2,Reported
1,69656,"New Orleans, LA 70112",None,None,2016.3.2,Reported
2,69641,"New Orleans, LA 70118",None,None,2016.3.2,None
3,71428,"Woodinville, WA",Cable lock,"Lock was cut, and left at the scene.",2016.3.2,None
4,69906,"Davis, CA 95618",U-lock,"Other situation, please describe below.",2016.3.2,Reported
5,69758,"Dallas, TX 75204",U-lock,"Lock was cut, and left at the scene.",2016.3.2,Reported
6,69693,"Corte Madera, CA 94925",Not locked,None,2016.3.2,None
7,72181,"Jacksonville, OR 97530",Not locked,Bike was not locked,2016.3.2,None
0,69657,"San Francisco, CA 94102",U-lock,"Object that bike was locked to was broken, removed, or otherwise compromised.",2016.3.2,Reported
1,111581,"Bellingham, WA 98226",Chain with padlock,"Lock was cut, and left at the scene.",2016.3.2,Reported
2,69618,"Berkeley, CA",None,None,2016.3.1,None
3,69596,CA 94704,None,None,2016.3.1,None
4,69594,"Vancouver, WA 98664",None,None,2016.3.1,Reported
5,69587,"Phoenix, AZ 85018",Cable lock,None,2016.3.1,None
6,86669,"Iowa City, IA 52245",None,None,2016.3.1,None
7,69705,"San Antonio, TX 78210",None,None,2016.3.1,None
0,69706,"New Orleans, LA 70115",Cable lock,None,2016.3.1,None
1,69733,"Eureka, CA 95501",None,None,2016.3.1,None
2,79871,"Los Angeles, CA 90024",Not locked,None,2016.3.1,Reported
3,80265,"Los Angeles, CA 90016",None,None,2016.3.1,None
4,81571,"Kopavogur, 201",None,None,2016.3.1,None
5,92014,"New York, NY 10013",U-lock and cable,"Lock was cut, and left at the scene.",2016.3.1,None
6,69779,"San Francisco, CA",None,None,None,None
7,72300,"Vienna, VA 22181",None,None,2016.3.1,None
8,68894,"Salt Lake City, UT 84111",U-lock and cable,"Lock was cut, and left at the scene.",2016.3.1,Reported
9,69589,WA 99336,U-lock,None,2016.3.1,None
0,69569,"Philadelphia, PA 19125",Not locked,"Other situation, please describe below.",2016.3.1,None
1,69965,"San Francisco, CA 94110",U-lock,"Lock was cut, and left at the scene.",2016.3.1,None
2,69590,"Vancouver, WA 98664",Other,"Other situation, please describe below.",2016.3.1,Reported
3,69633,"Seattle, WA 98104",None,None,2016.3.1,None
