,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,12504,"St. Louis, MO 63112",None,None,2012.11.3,Reported
1,23270,"Santa Monica, CA 90405",None,None,2012.11.3,None
2,15761,"Bremerton, WA 98337",None,None,2012.11.3,Reported
3,13609,"San Francisco, CA 94110",None,None,2012.11.3,None
4,12520,"Danville, VA 24540",None,None,2012.11.3,None
5,18761,"Portland, OR 97220",None,None,2012.11.3,Reported
6,15535,"Portland, OR 97219",None,None,2012.11.3,Reported
7,12455,"Tampa, FL 33647",None,None,2012.11.3,None
8,13571,"Portland, OR 97217",None,None,2012.11.3,Reported
9,23274,"San Francisco, CA 94103",None,None,2012.11.3,None
0,18748,"Portland, OR 97211",None,None,2012.11.3,None
1,11801,"Salt Lake City, UT 84103",None,None,2012.11.3,Reported
2,12982,"Seattle, WA 98107",None,None,2012.11.2,Reported
3,12439,"Fullerton, CA 92831",None,None,2012.11.2,Reported
4,12573,"Seattle, WA 98178",None,None,2012.11.2,Reported
5,12435,"Houston, TX 77030",None,None,2012.11.2,None
6,21935,"Malden, MA 02148",None,None,2012.11.2,Reported
7,22465,"Portland, OR 97209",None,None,2012.11.2,None
8,13587,"Portland, OR 97209",None,None,2012.11.2,Reported
0,14041,"Brooklyn, NY 11225",None,None,2012.11.2,None
1,23264,"Portland, OR 97232",None,None,2012.11.2,Reported
2,15497,"Rochester, NY 14604",None,None,2012.11.1,Reported
3,18725,"Portland, OR 97218",None,None,2012.11.1,Reported
4,21917,"Portland, OR 97201",None,None,2012.11.1,None
5,12491,"Seattle, WA 98105",None,None,2012.11.1,Reported
6,13228,"Portland, OR 97217",None,None,2012.11.1,Reported
7,13558,"Orlando, FL 32801",None,None,2012.11.1,Reported
8,13552,"Chicago, IL 60601",None,None,2012.11.1,None
9,13570,"Portland, OR 97236",Other,Bike was not locked,2012.11.1,None
0,18031,"New York, NY 10035",None,None,2012.11.1,None
1,19580,"Portland, OR 97217",None,None,2012.11.1,Reported
