,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,729716,"Wa, WA 98104",Two U-locks,"Lock is missing, along with the bike",2020.5.13,None
1,734514,"49 W 1st Ave , Denver, CO 80223",U-lock,"Object that bike was locked to was broken, removed, or otherwise compromised",2020.5.13,Reported
2,743444,"Evanston, IL 60208",U-lock and cable,"Lock was cut, and left at the scene",2020.5.13,Reported
3,734808,"42nd Street - 30th Ave, Astoria, Queens, NY 11103",Other,"Lock was cut, and left at the scene",2020.5.13,None
4,734337,"Belmont, CA 94002",Chain with padlock,"Lock is missing, along with the bike",2020.5.13,Reported
5,736530,"993 WOODLAND AVE, Chico, CA 95928",Other,"Other situation, please describe below",2020.5.13,Reported
6,736446,"993 WOODLAND AVE, Chico, CA 95928",None,None,2020.5.13,Reported
7,646559,"Eugene, OR 97402",Not locked,"Other situation, please describe below",2020.5.13,None
0,734803,"Savannah, GA 31401",None,None,2020.5.13,Reported
1,736475,"993 WOODLAND AVE, Chico, CA 95928",Other,"Other situation, please describe below",2020.5.13,Reported
2,726037,"Longmont, CO 80504",None,None,2020.5.13,None
3,737304,"3500 Harbison Dr, Vacaville, CA 95687",Cable lock,"Lock was cut, and left at the scene",2020.5.13,None
4,737558,"Beaverton, OR 97003",None,None,2020.5.13,None
5,733127,"Charles Street outside Mass Eye and Ear, Boston, MA 02114",U-lock,"Lock was cut, and left at the scene",2020.5.12,Reported
6,734080,"Los Angeles, CA 90066",Not locked,None,2020.5.12,Reported
7,734088,"Los Angeles, CA 90066",Not locked,None,2020.5.12,Reported
8,734049,"Jersey City, NJ 07302",None,None,2020.5.12,None
9,735916,"2211 Hillsborough Rd, Durham, NC 27705",None,"Object that bike was locked to was broken, removed, or otherwise compromised",2020.5.12,Reported
0,734077,"Issaquah, WA 98027",None,None,2020.5.12,None
1,733994,"Ingles, Ashville, NC 28806",None,None,2020.5.12,None
2,732385,"Chicago, IL 60626",None,None,2020.5.12,None
3,733623,"Eugene, OR 97405",None,None,2020.5.12,Reported
4,395652,"Santa Monica, CA 90403",Cable lock,"Lock was cut, and left at the scene",2020.5.12,None
5,733819,"South Salt Lake, UT 84115",None,None,2020.5.12,None
6,733848,"South Salt Lake, UT 84115",None,None,2020.5.12,None
0,733845,"South Salt Lake, UT 84115",None,None,2020.5.12,None
1,733907,"Oregon St, Berkeley, CA 94705",U-lock,"Lock was cut, and left at the scene",2020.5.12,None
2,733496,"428 e Wendell Way, South Salt Lake, UT 84115",None,None,2020.5.12,None
3,735198,"South Salt Lake City, UT 84115",U-lock,"Lock was cut, and left at the scene",2020.5.12,Reported
4,734608,"Ashby and King St., Berkeley, CA 94703",Other,"Other situation, please describe below",2020.5.12,Reported
5,733475,"Salt Lake City, UT 84115",None,None,2020.5.12,Reported
6,735451,"3614 linden ave N, Seattle, WA 98103",None,None,2020.5.12,Reported
0,733618,"Portland, OR 97217",None,None,2020.5.12,Reported
1,615028,"5909 NE 34th Ave, Portland, OR 97211",Not locked,Bike was not locked,2020.5.12,Reported
2,735719,"South Salt Lake City, UT 84115",U-lock,"Lock was cut, and left at the scene",2020.5.12,Reported
3,733619,"Eugene, OR 97405",None,None,2020.5.12,Reported
4,733840,"Saint Paul, MN 55104",Not locked,"Other situation, please describe below",2020.5.12,Reported
5,733359,"Seattle, WA 98106",Cable lock,"Lock was cut, and left at the scene",2020.5.11,Reported
6,733766,"111 W. Marshall St., Richmond, VA 23225",U-lock,"Other situation, please describe below",2020.5.11,Reported
7,734129,"Denver, CO 80220",Other,"Lock was cut, and left at the scene",2020.5.11,Reported
0,733605,"Across from Pepper Palace, New Orleans, LA 70116",U-lock,None,2020.5.11,None
1,688012,"8601 SE 17th Ave, Portland, OR",Not locked,Bike was not locked,2020.5.11,Reported
2,733212,"Seattle, WA 98112",Cable lock,None,2020.5.11,None
3,733097,"6200 Wilshire Blvd, Los Angeles, CA 90048",None,None,2020.5.11,None
0,719280,"Seattle, WA 97108",Not locked,Bike was not locked,2020.5.11,None
1,733055,"Lakewood, CO 80228",None,None,2020.5.11,None
