,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,433994,"San Mateo, CA 94401",Not locked,"Lock is missing, along with the bike.",2018.9.30,Reported
1,403024,"Providence, RI 02903",Not locked,Bike was not locked,2018.9.29,Reported
2,436885,"Burlington, VT 05401",Not locked,None,2018.9.29,None
3,433872,"Las Vegas, NV 89141",None,None,None,None
4,457268,"New Orleans, LA 70118",None,None,2018.9.29,None
5,385571,"Brooklyn, NY 11215",Not locked,Bike was not locked,2018.9.29,None
6,436771,"Seattle, WA 98133",Other,"Other situation, please describe below.",2018.9.29,Reported
7,436731,"Seattle, WA 98133",Other,"Other situation, please describe below.",2018.9.29,Reported
0,432354,"Austin, TX 78741",Other,"Other situation, please describe below.",2018.9.29,Reported
1,432340,"Bayonne, NJ 07002",Cable lock,"Object that bike was locked to was broken, removed, or otherwise compromised.",2018.9.29,Reported
2,436831,"Salem, OR 97302",None,None,2018.9.29,Reported
3,432243,"Chicago, IL 60614",Not locked,Bike was not locked,2018.9.29,Reported
4,412262,"College Park, MD 20740",Cable lock,"Lock is missing, along with the bike.",2018.9.29,None
5,432184,"Cambridge, MA 02140",None,None,2018.9.29,None
6,434802,"Columbus, OH 43215",Cable lock,None,2018.9.29,None
7,442397,"Indianapolis, IN 46203",None,None,2018.9.29,None
0,435021,"Cambridge, MA 02139",Not locked,Bike was not locked,2018.9.29,Reported
1,432069,"Seattle, WA 98105",Other,"Other situation, please describe below.",2018.9.29,Reported
2,434085,"Tacoma, WA 98406",None,None,2018.9.29,Reported
3,431959,"Lacrosse, WI 54603",None,None,2018.9.29,None
4,436709,"Seattle, WA 98133",Other,"Other situation, please describe below.",2018.9.29,Reported
5,396630,"Santa Rosa, CA 95405",Other,"Other situation, please describe below.",2018.9.29,Reported
6,431824,"Salt Lake City, UT 84102",None,None,2018.9.29,Reported
7,443743,"151 West 19th Street, New York, NY 10011",Not locked,"Other situation, please describe below",2018.9.28,None
