,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,15470,"Lafayette, IN 47901",None,None,2013.6.1,None
1,15195,"Portland, OR 97230",None,None,2013.5.31,None
2,15397,"Portland, OR 97212",None,None,2013.5.31,Reported
3,18734,"Portland, OR 97211",None,None,2013.5.31,Reported
4,18935,"Portland, OR 97215",None,None,2013.5.31,Reported
5,18977,"Mc Lean, VA 22101",None,None,2013.5.31,Reported
6,19027,"Portland, OR 97202",None,None,2013.5.31,Reported
7,15297,"Baltimore, MD 21211",None,None,2013.5.31,None
8,15303,"Portland, OR 97212",None,None,2013.5.31,Reported
9,20670,"Portland, OR 97212",None,None,2013.5.31,Reported
0,19137,"Clackamas, OR 97086",None,None,2013.5.31,Reported
1,20681,"Portland, OR 97232",None,None,2013.5.31,Reported
2,16097,"Portland, OR 97202",None,None,2013.5.31,Reported
3,20781,"Clackamas, OR 97086",None,None,2013.5.31,Reported
4,15311,"Portland, OR",None,None,2013.5.31,None
5,15272,"Seattle, WA 98199",None,None,2013.5.31,None
6,15368,"Los Angeles, CA 90066",None,None,2013.5.30,None
7,18923,"San Jose, CA 95132",None,None,2013.5.30,Reported
8,91407,"Buffalo, NY 14222",None,None,2013.5.30,None
9,18829,"Portland, OR 97214",None,None,2013.5.30,Reported
0,18915,"Phoenix, AZ 85017",None,None,2013.5.30,Reported
1,15208,"Austin, TX 78704",None,None,2013.5.30,Reported
2,20667,"San Francisco, CA 94110",None,None,2013.5.30,None
3,15249,"Portland, OR",None,None,2013.5.30,Reported
4,15261,"Portland, OR 97201",None,None,2013.5.30,None
5,18262,"Portland, OR 97216",None,None,2013.5.30,None
6,91529,"Buffalo, NY 14222",None,None,2013.5.30,None
7,17908,"San Francisco, CA 94115",None,None,2013.5.30,Reported
8,15423,"Portland, OR 97213",None,None,2013.5.30,None
9,18540,"Seattle, WA 98103",None,None,2013.5.30,None
0,20680,"Annandale, VA 22003",None,None,2013.5.30,Reported
1,20669,"Portland, OR 97201",None,None,2013.5.30,Reported
2,15254,"San Francisco, CA 94110",None,None,2013.5.30,None
3,15279,"Durham, NC 27705",None,None,2013.5.30,None
4,20655,"Portland, OR 97215",None,None,2013.5.30,None
5,20675,"Los Angeles, CA 90034",None,None,2013.5.30,Reported
6,15276,"Portland, OR 97205",None,None,2013.5.30,Reported
7,27652,"San Diego, CA",Cable lock,"Lock was cut, and left at the scene.",2013.5.30,Reported
8,18873,"Carlsbad, CA 92009",None,None,2013.5.30,None
9,15264,"Hollywood/Gower, CA 90028",None,None,2013.5.30,None
0,15315,"Portland, OR 97217",None,None,2013.5.30,Reported
1,15229,"Portland, OR",None,None,2013.5.30,Reported
2,18852,"Washington, DC 20009",None,None,2013.5.30,None
3,19460,"Glendale, AZ 85308",None,None,2013.5.29,Reported
4,19106,"Portland, OR 97202",None,None,2013.5.29,Reported
5,15281,"Seattle, WA 98103",None,None,2013.5.29,Reported
6,18879,"Portland, OR 97201",None,None,2013.5.29,Reported
7,42634,"Mukilteo, WA 98275",Not locked,None,2013.5.29,None
8,18381,"Philadelphia, PA 19122",None,None,2013.5.29,Reported
0,19199,"Philadelphia, PA 19103",None,None,2013.5.29,None
1,19013,"Portland, OR 97219",None,None,2013.5.29,Reported
2,15327,"Denver, CO 80209",None,None,2013.5.29,Reported
3,15238,"Everett, WA 98201",None,None,2013.5.29,Reported
4,19145,"Seattle, WA 98101",None,None,2013.5.28,Reported
5,19149,"Ambridge, PA 15003",None,None,2013.5.28,None
6,15323,"Blaine, MN 55434",None,None,2013.5.28,Reported
7,20649,"St Louis, MO 63109",None,None,2013.5.28,Reported
8,15924,"Cheney, WA 99004",None,None,2013.5.28,Reported
