,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,404175,"Austin, TX 78745",Cable lock,"Lock is missing, along with the bike.",2018.7.21,Reported
1,403922,"San Francisco, CA 94111",Other,"Other situation, please describe below.",2018.7.21,Reported
2,404193,"Portland, OR 97214",Not locked,None,2018.7.21,Reported
3,406374,"New Orleans, LA 70112",Cable lock,"Lock was cut, and left at the scene.",2018.7.21,Reported
4,405092,"Los Angeles, CA 90010",Not locked,"Other situation, please describe below.",2018.7.21,Reported
5,404423,"Seattle, WA 98103",Cable lock,"Lock was cut, and left at the scene.",2018.7.21,Reported
6,403869,"New Orleans, LA 70126",None,None,2018.7.21,None
7,403861,"Portland, OR 97214",None,None,2018.7.21,None
0,403953,"Richmond, CA 94804",Cable lock,"Lock is missing, along with the bike.",2018.7.21,Reported
1,404295,"Renton, WA 98058",None,"Other situation, please describe below.",2018.7.21,Reported
2,404074,"Worcester, MA 01609",Cable lock,None,2018.7.21,None
3,403706,"Portland, OR 97206",None,None,2018.7.20,None
4,403696,"Highlands Ranch, CO 80126",None,None,2018.7.20,None
5,403695,"Columbus, OH 43224",None,None,2018.7.20,None
6,405823,"Wauwatosa, WI 53213",None,None,2018.7.20,Reported
7,403590,"Indianapolis, IN 46202",None,None,2018.7.20,None
8,403585,"Cedar Rapids, IA 52402",None,None,2018.7.20,None
9,403581,"Cedar Rapids, IA 52402",None,None,2018.7.20,None
0,406055,"Tacoma, WA 98405",Chain with padlock,None,2018.7.20,Reported
1,404478,"Saint Paul, MN 55114",Not locked,None,2018.7.20,Reported
2,65418,"Berkeley, CA 94704",U-lock and cable,"Lock was cut, and left at the scene.",2018.7.20,Reported
3,403601,"Tulsa, OK 74114",None,None,2018.7.20,Reported
4,403714,"Chicago, IL 60604",Cable lock,"Lock is missing, along with the bike.",2018.7.20,Reported
5,403817,"Brooklyn, NY 11226",Not locked,None,2018.7.20,None
0,403807,"San Francisco, CA 94110",Not locked,None,2018.7.20,Reported
1,404021,"New Orleans, LA 70115",None,None,2018.7.20,None
2,30938,"San Francisco, CA 94114",U-lock,"Lock is missing, along with the bike.",2018.7.20,Reported
3,403773,"Portland, OR 97201",U-lock,"Other situation, please describe below.",2018.7.20,Reported
4,403769,"Denver, CO 80209",Not locked,"Other situation, please describe below.",2018.7.20,None
5,403567,"San Francisco, CA 94110",Not locked,"Other situation, please describe below.",2018.7.20,Reported
6,404176,"Portland, OR 97232",U-lock,None,2018.7.20,None
7,403603,"Santa Fe, NM 87507",Other,"Other situation, please describe below.",2018.7.20,Reported
0,404096,"Portland, OR 97216",Not locked,Bike was not locked,2018.7.20,Reported
1,403646,"Washington, DC",Cable lock,"Lock is missing, along with the bike.",2018.7.20,Reported
2,403593,"White Bear Lake, MN 55110",Not locked,"Other situation, please describe below.",2018.7.20,Reported
3,403692,"San Leandro, CA 94578",Heavy duty bicycle security chain,"Other situation, please describe below.",2018.7.20,Reported
4,403691,"Madison, WI 53703 ",U-lock and cable,"Lock is missing, along with the bike.",2018.7.20,Reported
5,404459,"Seattle, WA 98199",None,None,None,None
