,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,18256,"Albuquerque, NM 87112",None,None,2013.4.18,None
1,17411,"Ptld, OR 97266",None,None,2013.4.18,Reported
2,14612,"Vancouver, WA 98664",None,None,2013.4.18,Reported
3,17845,"Portland, OR 97214",None,None,2013.4.17,Reported
4,18239,"Columbus, OH 43201",None,None,2013.4.17,None
5,20482,"Houston, TX 77098",None,None,2013.4.17,Reported
6,14587,"Portland, Or, 97206, OR",None,None,2013.4.17,Reported
7,14608,"New York, NY 10027",None,None,2013.4.17,None
8,16899,"Palo Alto, CA 94306",None,None,2013.4.17,Reported
9,17390,"Portland, OR 97227",None,None,2013.4.17,Reported
0,17892,"Venice, CA 90291",None,None,2013.4.17,None
1,7574,"San Francisco, CA 94133",None,None,2013.4.17,Reported
2,7569,"San Francisco, CA 94133",None,None,2013.4.17,Reported
3,16748,"Sunnyvale, CA 94086",None,None,2013.4.17,Reported
4,8662,"Huntington Beach, CA 92648",None,None,2013.4.17,Reported
5,20465,"San Francisco, CA 94105",None,None,2013.4.17,Reported
6,17455,"Medford, MA 02155",None,None,2013.4.17,Reported
7,17393,"Portland, OR 97219",None,None,2013.4.16,None
8,18221,"San Diego, CA 92123",None,None,2013.4.16,Reported
9,14397,"Portland, OR 97215",None,None,2013.4.16,Reported
0,14605,"East Lansing, MI 48823",None,None,2013.4.16,Reported
1,14618,"Portland, OR 97205",None,None,2013.4.16,Reported
2,8736,"San Carlos, CA 94070",None,None,2013.4.16,Reported
3,20436,"San Mateo, CA 94403",None,None,2013.4.16,None
4,22883,"San Jose, CA 95126",None,None,2013.4.16,None
5,17355,"Baltimore, MD 21218",None,None,2013.4.16,None
6,17352,"Portland, OR 97212",None,None,2013.4.16,Reported
7,14576,"Boston, MA 02120",None,None,2013.4.16,None
8,14599,"Portland, OR 97205",None,None,2013.4.16,None
9,14685,"Portland, OR 97206",None,None,2013.4.15,Reported
0,14616,"Los Gatos, CA 95032",None,None,2013.4.15,Reported
1,17763,"Santa Rosa, CA 95404",None,None,2013.4.15,Reported
2,22900,"Portland, OR 97205",None,None,2013.4.15,None
3,22941,"Aptos, CA 95003",None,None,2013.4.15,Reported
4,22855,"Auburn, AL 36830",None,None,2013.4.15,None
5,17401,"San Francisco, CA 94114",None,None,2013.4.15,Reported
