,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,17573,"Portland, OR 97203",None,None,2013.9.10,None
1,17504,"Seattle, WA 98104",None,None,2013.9.9,Reported
2,15916,"Portland, OR 97215",None,None,2013.9.9,Reported
3,17512,"Portland, OR 97232",None,None,2013.9.9,Reported
4,17553,"Austin, TX 78702",None,None,2013.9.9,Reported
5,17751,"Post Falls, ID 83854",None,None,2013.9.9,Reported
6,21308,"Portland, OR 97232",None,None,2013.9.9,Reported
7,21949,"Seattle, WA 98125",None,None,2013.9.9,Reported
8,21956,"Englewood, CO 80111",None,None,2013.9.9,Reported
9,17531,"Portland, OR 97232",None,None,2013.9.9,None
0,17538,"Portland, OR 97232",None,None,2013.9.9,None
1,21994,"Sunnyvale, CA 94087",None,None,2013.9.9,None
2,11587,"Austin, TX 78702",None,None,2013.9.9,Reported
3,17513,"Scottsdale, AZ 85257",None,None,2013.9.9,Reported
4,20494,"Portland, OR 97201",None,None,2013.9.9,None
5,16696,"Flushing, NY 11374",None,None,2013.9.9,Reported
6,20394,"Chico, CA 95926",None,None,2013.9.9,None
7,20433,"Portland, OR 97210",None,None,2013.9.9,Reported
8,9568,"San Francisco, CA 94114",None,None,2013.9.9,None
9,21978,"Boulder, CO 80304",None,None,2013.9.9,Reported
0,20516,"Salem, OR 97304",None,None,2013.9.9,None
1,22018,"Albuquerque, NM 87131",None,None,2013.9.9,Reported
2,20398,"Denver, CO 80209",None,None,2013.9.9,None
3,17500,"Philadelphia, PA 19125",None,None,2013.9.9,Reported
4,20512,"Tulsa, OK 74105",None,None,2013.9.8,Reported
5,22028,"Orlando, FL 32826",None,None,2013.9.8,None
6,17760,"Seattle, WA 98199",None,None,2013.9.8,Reported
7,20419,"Brooklyn, NY 11216",None,None,2013.9.8,None
8,20959,"Cambridge, MA 02139",None,None,2013.9.8,None
0,21287,"Portland, OR",None,None,2013.9.8,Reported
1,15774,"Portland, OR 97202",None,None,2013.9.8,Reported
2,17351,"Portland, OR 97239",None,None,2013.9.8,None
3,21288,"Emeryville, CA 94608",None,None,2013.9.8,Reported
4,21927,"Baltimore, MD 21210",None,None,2013.9.8,None
5,21284,"Salt Lake City, UT 84101",None,None,2013.9.8,Reported
6,15729,"Kansas City, MO 64111",None,None,2013.9.8,Reported
7,17682,"Chicago, IL 60622",None,None,2013.9.8,Reported
8,21936,"Portland, OR 97201",None,None,2013.9.8,Reported
9,17495,"San Francisco, CA 94118",None,None,2013.9.8,Reported
0,17505,"Portland, OR 97201",None,None,2013.9.8,None
1,20561,"Fairfax, VA 22031",None,None,2013.9.8,None
2,15897,"Santa Cruz, CA 95060",None,None,2013.9.7,Reported
3,19538,"Portland, OR 97",None,None,2013.9.7,Reported
4,17577,"Portland, OR 97211",None,None,2013.9.7,Reported
5,11566,"Portland, NY 97214",None,None,2013.9.7,Reported
6,20414,"Somerville, MA 02144",None,None,2013.9.7,None
7,19502,"Portland, OR 97209",None,None,2013.9.7,Reported
8,21921,"Portland, OR 97209",None,None,2013.9.7,Reported
9,17667,"Portland, OR 97232",None,None,2013.9.7,Reported
0,20015,"Portland, OR 97212",None,None,2013.9.7,Reported
1,20945,"Seattle, WA 98107",None,None,2013.9.7,None
2,21546,"Honolulu, HI 96826",None,None,2013.9.7,None
3,20395,"San Francisco, CA 94102",None,None,2013.9.7,None
4,21093,"Portland, OR 97206",None,None,2013.9.7,None
5,15798,"Fremont, CA 94536",None,None,2013.9.7,Reported
6,20955,"Atlanta, GA 30318",None,None,2013.9.7,None
7,17648,"Brooklyn, NY 11211",None,None,2013.9.7,None
8,16690,"Portland, OR 97205",None,None,2013.9.7,Reported
9,17494,"Portland, OR 97209",None,None,2013.9.7,Reported
0,19476,"Portland, OR 97208",None,None,2013.9.7,None
1,17822,"Denver, CO 80218",None,None,2013.9.6,Reported
2,15776,"Compton, CA 90221",None,None,2013.9.6,None
3,15835,"Portland, OR 97209",None,None,2013.9.6,Reported
4,20992,"Portland, OR 97212",None,None,2013.9.6,Reported
5,15733,"San Diego, CA 92115",None,None,2013.9.6,Reported
6,15819,"San Francisco, CA 94114",None,None,2013.9.6,None
7,15955,"Lakewood, CO 80214",None,None,2013.9.6,None
