,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,5994,"Portland, OR 97202",None,None,2013.11.29,Reported
1,9198,"San Diego, CA 92111",None,None,2013.11.29,Reported
2,9235,"Tucson, AZ 85711",None,None,2013.11.29,Reported
3,9161,"San Francisco, CA 94121",None,None,2013.11.29,Reported
4,9176,"Chandler, AZ 85224",None,None,2013.11.29,Reported
5,9148,"Portland, OR 97212",None,None,2013.11.29,None
6,9204,"Portland, OR 97211",None,None,2013.11.29,Reported
7,9877,"Atlanta, GA 30312",None,None,2013.11.29,Reported
8,6025,"Oakland, CA 94602",None,None,2013.11.29,Reported
9,9202,"San Diego, CA 92111",None,None,2013.11.29,Reported
0,9457,"Salt Lake City, UT 84105",None,None,2013.11.29,None
1,6018,"San Francisco, CA 94117",None,None,2013.11.29,None
2,9189,"Portland, OR 97201",None,None,2013.11.29,Reported
3,9152,"Portland, OR 97214",None,None,2013.11.28,Reported
4,73857,"Boulder, CO 80304",Cable lock,"Lock was cut, and left at the scene.",2013.11.28,None
5,9134,"San Francisco, CA 94103",None,None,2013.11.28,None
6,9159,"Portland, OR 97214",None,None,2013.11.28,Reported
7,9187,"Los Angeles, CA 90034",None,None,2013.11.28,None
8,9136,"Tucson, AZ 85719",None,None,2013.11.28,None
9,6077,"Costa Mesa, CA 92627",None,None,2013.11.27,Reported
0,9230,"Bradenton, FL 34205",None,None,2013.11.27,Reported
1,9149,"Portland, OR 97214",None,None,2013.11.27,Reported
2,11524,"San Francisco, CA 94110",None,None,2013.11.27,Reported
3,9286,"Tucson, AZ 85706",None,None,2013.11.27,None
4,5961,"Philadelphia, PA 19104",None,None,2013.11.26,Reported
5,60771,"Chico, CA 95926",Cable lock,"Lock was cut, and left at the scene.",2013.11.26,Reported
6,5915,"Portland, OR 97202",None,None,2013.11.26,Reported
7,9125,"Philadelphia, PA 19104",None,None,2013.11.26,Reported
8,11523,"Philadelphia, PA 19104",None,None,2013.11.26,Reported
9,8991,"Seattle, WA 98103",None,None,2013.11.26,Reported
0,9089,"San Francisco, CA 94110",None,None,2013.11.26,Reported
1,5951,"Gresham, OR 97030",None,None,2013.11.26,None
2,9079,"Portland, OR 97211",None,None,2013.11.25,None
3,5983,"Portland, OR 97211",None,None,2013.11.25,None
