,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,660802,"Chula, CA 91913",U-lock and cable,"Lock is missing, along with the bike",2019.9.9,Reported
1,655114,"Salisbury, MD 21804",None,None,2019.9.9,None
2,86950,"Milwaukee, WI 53212",Not locked,"Other situation, please describe below",2019.9.9,Reported
3,655168,"Room 418 Zonario apt 1001 W StMary rd, Tucson, AZ 85745",None,None,2019.9.9,None
4,655214,"Indianapolis, IN 46202",None,None,2019.9.9,None
5,650450,"Tucson, AZ 85705",None,None,2019.9.9,None
6,655306,"New Orleans, LA 70117",None,None,2019.9.9,None
7,655289,"Corvallis, OR 97703",U-lock and cable,"Lock was cut, and left at the scene",2019.9.9,Reported
8,658544,"Bellingham, WA 98225",Cable lock,"Lock was cut, and left at the scene",2019.9.9,Reported
0,655158,"Tucson, AZ 85719",U-lock and cable,"Lock was cut, and left at the scene",2019.9.9,None
1,655127,"Seattle, WA 98115",Not locked,None,2019.9.9,None
2,655122,"Seattle, WA 98115",Not locked,None,2019.9.9,None
3,655066,"Portland, OR 97217",None,None,2019.9.9,None
4,656329,"Amherst, MA 01002",Cable lock,"Lock is missing, along with the bike",2019.9.9,None
5,655082,"Austin, TX 78705",Cable lock,"Lock is missing, along with the bike",2019.9.9,None
6,655091,"863 E. 200 S., Salt Lake City, UT 84107",U-lock and cable,"Lock was cut, and left at the scene",2019.9.9,Reported
7,655087,"College Park, MD 20740",U-lock,"Lock is missing, along with the bike",2019.9.9,None
0,655348,"Chicago, IL 60647",None,None,2019.9.9,None
1,655449,"Hollywood/Schrader Boulevard, Los Angeles, CA 90028",Cable lock,"Lock was cut, and left at the scene",2019.9.9,Reported
2,655251,"Seattle, WA 98107",U-lock,"Lock is missing, along with the bike",2019.9.9,Reported
3,654970,"State College, PA 16803",None,None,2019.9.9,None
4,374716,"Portland, OR 97266",None,None,2019.9.9,Reported
5,655051,"Austin, TX 78758",U-lock,"Lock was cut, and left at the scene",2019.9.9,None
6,655033,"New York, NY 10017",Heavy duty bicycle security chain,None,2019.9.9,None
7,658752,"Portland, OR 97206",Other,"Other situation, please describe below",2019.9.9,Reported
8,656242,"Los Angeles, CA 90036",Cable lock,"Lock was cut, and left at the scene",2019.9.9,None
0,655022,"Milpitas, CA 95035",Cable lock,"Lock was cut, and left at the scene",2019.9.9,None
1,657476,"Minneapolis, MN 55403",Cable lock,"Lock is missing, along with the bike",2019.9.9,Reported
2,655510,"Austin, TX 78705",U-lock and cable,"Lock was cut, and left at the scene",2019.9.9,Reported
3,657507,"Seattle, WA 98109-4100",U-lock and cable,"Object that bike was locked to was broken, removed, or otherwise compromised",2019.9.9,Reported
4,655493,"Portland, OR 97203",None,None,2019.9.9,Reported
5,655286,"Santa Monica, CA 90405",Other,"Other situation, please describe below",2019.9.9,Reported
6,657509,"Seattle, WA 98109-4100",U-lock and cable,"Object that bike was locked to was broken, removed, or otherwise compromised",2019.9.9,Reported
7,655153,"Seattle, WA 98103",Cable lock,"Lock was cut, and left at the scene",2019.9.9,None
8,655495,"San Francisco, CA 94110",U-lock,"Lock is missing, along with the bike",2019.9.9,Reported
0,655014,"Van Nuys, CA 91411",None,None,2019.9.9,None
1,655748,"Portland, OR 97211",None,None,2019.9.9,Reported
2,655403,"Little Rock, AR 72205",None,None,2019.9.9,None
3,654995,"11 SOMERS ST APT 1, Brooklyn, NY 11233",None,None,2019.9.8,None
4,654962,"Portland, OR 97214",U-lock,"Other situation, please describe below",2019.9.8,None
5,654898,"Portland, OR 98601",None,None,2019.9.8,Reported
6,37580,"Grand Canyon Village, AZ 86023",None,None,2019.9.8,None
