,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,381210,"Bristol, TN 37620",None,None,2018.1.8,None
1,381254,"Greeley, CO 80631",Not locked,Bike was not locked,2018.1.8,None
2,381248,"Cupertino, CA 95014",U-lock,"Lock is missing, along with the bike.",2018.1.8,None
3,482200,"Colorado Springs, CO 80911",U-lock,None,2018.1.8,Reported
4,381430,"Austin, TX 78702",Cable lock,"Lock is missing, along with the bike.",2018.1.8,None
5,382755,"Iowa City, IA 52245",None,None,2018.1.8,Reported
6,381224,"Alameda, CA 94501",U-lock,"Lock is missing, along with the bike.",2018.1.8,Reported
7,381251,"Orlando, FL 32814",Not locked,"Other situation, please describe below.",2018.1.8,Reported
8,381305,"New Orleans, LA 70113",None,None,2018.1.8,Reported
9,381242,"Santa, CA 93101",None,None,2018.1.8,Reported
0,381294,"New Orleans, LA 70113",None,None,2018.1.8,Reported
1,381232,"Jupiter, FL 33477",Cable lock,"Lock is missing, along with the bike.",2018.1.8,Reported
2,381243,"Santa, CA 93101",None,None,2018.1.8,Reported
3,381246,"Redondo Beach, CA 90277",Cable lock,"Lock was cut, and left at the scene.",2018.1.8,None
4,381258,"Portland, OR 97214",None,None,2018.1.8,Reported
5,381263,"Tampa, FL 33604",Cable lock,Bike was not locked,2018.1.8,Reported
6,381199,"San Diego, CA 92104",None,None,2018.1.7,None
7,381195,"San Francisco, CA 94110",None,None,2018.1.7,None
8,381171,"Bloomington, IN 47406",None,None,2018.1.7,None
9,381157,"Berkeley, CA 94708",None,None,2018.1.7,None
0,670171,"153 E Gladstone St , Azusa, CA 91702",Other,None,2018.1.7,Reported
1,381286,"Berkeley, CA 94702",Other,None,2018.1.7,Reported
2,382022,"Bellevue, WA 98004",Cable lock,"Lock was cut, and left at the scene.",2018.1.7,None
3,381207,"San Francisco, CA 94114",None,None,2018.1.7,Reported
4,381194,"Seattle, WA 98102",U-lock,None,2018.1.7,Reported
5,381259,"San Francisco, CA 94112",Not locked,"Other situation, please describe below.",2018.1.7,None
6,381303,"Orangevale, CA 95662",Cable lock,"Lock is missing, along with the bike.",2018.1.7,Reported
