,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,395579,"Eugene, OR 97401",Other,"Object that bike was locked to was broken, removed, or otherwise compromised.",2018.5.31,Reported
1,395443,"Seattle, WA 98195-7446",Cable lock,"Lock was cut, and left at the scene.",2018.5.31,Reported
2,395280,"San Francisco, CA 94110",Not locked,None,2018.5.31,Reported
3,395349,"San Francisco, CA 94110",U-lock,"Lock is missing, along with the bike.",2018.5.31,None
4,395494,"Seattle, WA 98102",None,None,2018.5.31,Reported
5,395741,"Portland, OR 97212",None,None,2018.5.31,None
6,395923,"Seattle, WA 98104",U-lock and cable,"Lock is missing, along with the bike.",2018.5.31,Reported
7,395249,"Pleasanton, CA 94566",None,None,2018.5.31,None
0,395248,"Pleasanton, CA 94566",None,None,2018.5.31,None
1,395111,"Berkeley, CA 94703",None,None,2018.5.30,None
2,395052,"Seattle, WA 98199",None,None,2018.5.30,None
3,395048,"Seattle, WA 98105",None,None,2018.5.30,None
4,394985,"Brooklyn, NY 11211",None,None,2018.5.30,None
5,395890,"Anderson, IN 46012",Cable lock,"Lock was cut, and left at the scene.",2018.5.30,None
6,358174,"Los Angeles, CA 90011",Two U-locks,"Lock was cut, and left at the scene.",2018.5.30,Reported
7,363820,"Seattle, WA 98105",U-lock and cable,"Other situation, please describe below.",2018.5.30,Reported
0,376551,"Portland, OR 97213",Cable lock,"Lock was cut, and left at the scene.",2018.5.30,Reported
1,380297,"Albany, CA 94706",U-lock,"Lock was cut, and left at the scene.",2018.5.30,Reported
2,395252,"Midvale, UT 84047",None,None,2018.5.30,None
3,340134,"San Francisco, CA 94117",U-lock,"Other situation, please describe below.",2018.5.30,Reported
4,395197,"New Orleans, LA 70116",None,None,2018.5.30,None
5,395230,"San Diego, CA 92109",Not locked,Bike was not locked,2018.5.30,Reported
6,396829,"Chicago, IL 60660",None,"Lock was cut, and left at the scene.",2018.5.30,Reported
7,395970,"Chicago, IL 60642",None,None,2018.5.30,Reported
