,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,31594,"San Francisco, CA 94107",Other,"Other situation, please describe below.",2014.9.11,Reported
1,31624,"Portland, OR 97225",Not locked,None,2014.9.11,None
2,31609,"Beaverton, OR 97005",None,"Other situation, please describe below.",2014.9.11,Reported
3,31601,"Portland, OR 97202",Not locked,"Other situation, please describe below.",2014.9.11,Reported
4,15861,"Portland, OR 97202",Cable lock,"Lock was cut, and left at the scene.",2014.9.11,Reported
5,31615,"Cerritos, CA 90703",Not locked,Bike was not locked,2014.9.11,None
6,31602,"Des Moines, IA 50317",Other,"Other situation, please describe below.",2014.9.11,Reported
7,31744,"Portland, OR 97215",None,"Other situation, please describe below.",2014.9.11,None
8,31767,"Portland, OR 97213",Other,"Other situation, please describe below.",2014.9.11,Reported
9,31654,"Washington, DC 22306",Cable lock,"Lock is missing, along with the bike.",2014.9.11,None
0,32469,"Portland, OR 97217",Not locked,Bike was not locked,2014.9.10,Reported
1,31533,"San Francisco, CA 94114",Other,"Other situation, please describe below.",2014.9.10,None
2,31576,"Indianapolis, IN 46202",None,Bike was not locked,2014.9.10,Reported
3,3770,"Oak Lawn, IL 60453",None,"Other situation, please describe below.",2014.9.10,None
4,32320,"San Diego, CA 92115",None,None,2014.9.10,Reported
5,31599,"Seattle, WA 98115",Cable lock,"Lock is missing, along with the bike.",2014.9.10,None
6,31746,"Portland, OR 97209",U-lock and cable,"Lock was cut, and left at the scene.",2014.9.10,Reported
7,31537,"Berkeley, CA 94702",Other,Bike was not locked,2014.9.10,Reported
8,32875,"Stanford, CA 94305",Cable lock,"Lock is missing, along with the bike.",2014.9.10,Reported
0,31837,"Seattle, WA 98112",Cable lock,"Lock was cut, and left at the scene.",2014.9.10,Reported
1,31564,"Berkeley, CA 90704",U-lock and cable,"Lock was cut, and left at the scene.",2014.9.10,Reported
2,31554,"San Francisco, CA 94110",Not locked,Bike was not locked,2014.9.10,None
3,31551,"Boston, MA 02130",Not locked,"Other situation, please describe below.",2014.9.10,None
4,31614,"Seattle, WA",Cable lock,"Lock is missing, along with the bike.",2014.9.10,Reported
5,31568,"Seattle, WA 98112",Other,"Other situation, please describe below.",2014.9.10,Reported
6,31532,"Seattle, WA 98133",Other,None,2014.9.10,None
7,31540,"Portland, OR 97212",Not locked,Bike was not locked,2014.9.10,Reported
8,31567,"San Diego, CA 92109",Cable lock,"Lock was cut, and left at the scene.",2014.9.10,None
9,31478,"Portland, OR 97211",U-lock,"Lock is missing, along with the bike.",2014.9.9,Reported
0,31494,"Minneapolis, MN 55406",Other,"Other situation, please describe below.",2014.9.9,Reported
1,31492,"Minneapolis, MN 55406",Other,"Other situation, please describe below.",2014.9.9,Reported
2,31491,"Portland, OR 97214",Other,"Other situation, please describe below.",2014.9.9,Reported
3,31635,"Boulder, CO 80302",Cable lock,"Lock was cut, and left at the scene.",2014.9.9,Reported
4,34105,"Cedar Park, TX 78613",Not locked,None,2014.9.9,Reported
5,57394,"Woodinville, WA 98072",Cable lock,"Lock was cut, and left at the scene.",2014.9.9,None
6,31830,"Eugene, OR 97403",Cable lock,"Lock was cut, and left at the scene.",2014.9.9,Reported
7,31570,"Oakland, CA 94618",U-lock,"Lock is missing, along with the bike.",2014.9.9,Reported
8,31496,"San Francisco, CA 94110",U-lock,"Other situation, please describe below.",2014.9.9,Reported
9,31648,"Galveston, TX",Not locked,None,2014.9.9,Reported
0,32124,"San Francisco, CA",Cable lock,"Lock is missing, along with the bike.",2014.9.9,Reported
1,32319,"Tacoma, WA 98403",U-lock and cable,None,2014.9.9,Reported
2,31468,AZ 85716,None,None,2014.9.8,Reported
3,31446,"Berkeley, CA 94704",None,None,2014.9.8,None
4,31507,"Portland, OR 97217",Other,None,2014.9.8,None
5,31433,"Unit 2, AZ 85705",Cable lock,"Lock is missing, along with the bike.",2014.9.8,None
6,31473,"Seattle, WA 98103",Cable lock,"Lock was cut, and left at the scene.",2014.9.8,Reported
7,31477,"San Francisco, CA 94114",U-lock,"Lock was cut, and left at the scene.",2014.9.8,Reported
0,31810,"Berkeley, CA 94703",U-lock and cable,"Lock is missing, along with the bike.",2014.9.8,None
1,98503,"Portland, OR 97222",U-lock,"Lock is missing, along with the bike.",2014.9.8,None
2,31811,"Oakland, CA 94608",Not locked,None,2014.9.8,Reported
3,32161,"Corte Madera, CA 94925",U-lock and cable,"Lock was cut, and left at the scene.",2014.9.8,Reported
4,31460,"Boulder, CO 80302",Cable lock,"Lock is missing, along with the bike.",2014.9.8,None
5,31425,"Bellevue, WA 98015",U-lock and cable,"Lock was cut, and left at the scene",2014.9.7,None
6,31391,"San Francisco, CA 94117",Not locked,None,2014.9.7,None
7,31522,"Elk Grove, CA 95758",None,"Other situation, please describe below.",2014.9.7,None
0,31780,"Chicago, IL 60647",Not locked,Bike was not locked,2014.9.7,Reported
1,31597,"Tucson, AZ 85712",Not locked,Bike was not locked,2014.9.7,Reported
2,33011,"San Francisco, CA 94115",Not locked,Bike was not locked,2014.9.7,None
3,92594,"Ventura, CA 93001",None,None,2014.9.7,None
4,31431,"San Diego, CA 92109",Cable lock,"Lock is missing, along with the bike.",2014.9.7,None
5,31409,"Chicago, IL 60646",Cable lock,"Lock was cut, and left at the scene.",2014.9.7,Reported
6,31445,"Newport, RI 02840",Cable lock,"Lock is missing, along with the bike.",2014.9.7,None
7,31514,"Portland, OR 97217",None,None,2014.9.7,None
8,31426,"Long Island City, NY 11101",Cable lock,"Lock is missing, along with the bike.",2014.9.7,None
0,31376,"Brooklyn, NY 11218",Other,None,2014.9.6,None
1,31488,"Philadelphia, PA 19104",U-lock and cable,"Other situation, please describe below.",2014.9.6,None
2,31411,"North Plains, OR 97133",Not locked,Bike was not locked,2014.9.6,Reported
3,31378,"San Francisco, CA 94110",Cable lock,"Lock was cut, and left at the scene.",2014.9.6,Reported
4,31312,"Seattle, WA 98109",Cable lock,Bike was not locked,2014.9.6,Reported
5,31372,"San Francisco, CA 94122",U-lock and cable,"Lock was cut, and left at the scene.",2014.9.6,Reported
6,31413,"San Francisco, CA 94103",Other,None,2014.9.6,Reported
7,31643,"Portland, OR 97206",Not locked,Bike was not locked,2014.9.6,Reported
8,31503,"Oakland, CA 94601",Cable lock,"Lock was cut, and left at the scene.",2014.9.6,Reported
0,31408,"North Plains, OR 97133",Not locked,Bike was not locked,2014.9.6,Reported
1,31565,"Berkeley, CA 94702",U-lock,"Lock was cut, and left at the scene.",2014.9.6,Reported
2,31406,"North Plains, OR 97133",Not locked,None,2014.9.6,Reported
3,31502,"Seattle, WA 98109",Cable lock,"Lock is missing, along with the bike.",2014.9.5,None
4,32353,"San Diego, CA 92109",Cable lock,"Lock is missing, along with the bike.",2014.9.5,Reported
5,31248,"Via Galvani 55, Tor Vaianica, OR 97214",Cable lock,"Object that bike was locked to was broken, removed, or otherwise compromised",2014.9.5,None
6,31205,CA 94086,None,None,2014.9.5,None
7,31212,"Portland, OR 97232",Cable lock,"Lock was cut, and left at the scene.",2014.9.5,Reported
0,31778,"Berkeley, CA 94720",U-lock,"Other situation, please describe below.",2014.9.5,Reported
1,31181,"Mc Henry, IL 60050",Not locked,None,2014.9.5,Reported
2,58776,"Seattle, WA 98116",Cable lock,"Lock is missing, along with the bike.",2014.9.5,Reported
3,32170,"Ann Arbor, MI 48105",Heavy duty bicycle security chain,"Lock is missing, along with the bike.",2014.9.5,Reported
4,31444,"Portland, OR 97215",Heavy duty bicycle security chain,"Lock was cut, and left at the scene.",2014.9.5,Reported
5,31210,"Denver, CO 80210",Chain with padlock,"Lock was cut, and left at the scene.",2014.9.5,None
6,37576,"Los Angeles, CA TBA",Not locked,Bike was not locked,2014.9.5,Reported
7,31840,"Austin, TX",Cable lock,"Lock was cut, and left at the scene.",2014.9.5,None
8,32354,"San Diego, CA 92109",Cable lock,"Lock is missing, along with the bike.",2014.9.5,Reported
9,31203,"New York, NY",U-lock,"Object that bike was locked to was broken, removed, or otherwise compromised.",2014.9.5,None
