,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,627712,"Indianapolis, IN 46204",None,None,2019.7.2,None
1,646514,"Charlotte, NC 28203",Cable lock,"Lock is missing, along with the bike",2019.7.2,Reported
2,59470,"Seattle, WA 98104",None,None,2019.7.2,None
3,627683,"Portland, OR 97210",Cable lock,"Lock is missing, along with the bike.",2019.7.2,Reported
4,627698,"Lakewood, CO 80215",Cable lock,"Lock was cut, and left at the scene.",2019.7.2,Reported
5,627686,"1305 San Pablo NE, Albuquerque, NM 87110",Other,Bike was not locked,2019.7.2,None
6,629305,"Boston, MA 02115",Chain with padlock,"Lock was cut, and left at the scene",2019.7.2,None
0,627668,"Cambridge, MA 02139",Cable lock,"Lock is missing, along with the bike.",2019.7.2,None
1,626661,"Seattle, WA 98116",U-lock,"Object that bike was locked to was broken, removed, or otherwise compromised.",2019.7.2,None
2,627603,"Seattle, WA 98144",Cable lock,None,2019.7.2,Reported
3,627585,"299 Milk St., Boston, MA 02110",Cable lock,"Lock was cut, and left at the scene.",2019.7.2,Reported
4,627599,"900 Fallon St, Oakland, CA 94607",U-lock and cable,"Lock was cut, and left at the scene.",2019.7.2,Reported
5,627148,"Berkeley, CA 94704",None,None,2019.7.2,Reported
0,672549,"55 E 3rd Ave, San Mateo, CA 94401",U-lock and cable,None,2019.7.2,None
1,672551,"55 E 3rd Ave, Hero City, San Mateo, CA 94401",None,None,2019.7.2,None
2,464554,"Los Angeles, CA 90024",Not locked,None,2019.7.2,None
3,627569,"New Orleans, LA 70130",None,None,2019.7.2,None
4,627598,"Seattle, WA 98109",Other,"Other situation, please describe below.",2019.7.2,Reported
5,498705,"Santa Monica, CA 90401",Other,Bike was not locked,2019.7.2,Reported
6,94706,"San Francisco, CA 94114",Not locked,"Other situation, please describe below.",2019.7.2,None
7,492298,"Burlington, VT 05405",Cable lock,"Lock is missing, along with the bike.",2019.7.2,None
8,627610,"Portland, OR 97212",None,None,2019.7.2,Reported
9,627480,"Santa Clara, CA 95054",Not locked,Bike was not locked,2019.7.2,Reported
0,640909,"405 W Cleveland , Baytown, TX 77520",None,None,2019.7.2,None
1,626100,"Portland, OR 97220",None,None,2019.7.2,None
2,627558,"New Orleans, LA 70113",None,None,2019.7.2,Reported
3,644079,"New Orleans, LA 70117",None,None,2019.7.2,Reported
4,628007,"Stanford, CA 94309",None,None,2019.7.2,None
5,629383,"Blaine, WA 98230",Not locked,None,2019.7.2,Reported
6,627897,"Altoona, WI 54720",Other,"Other situation, please describe below.",2019.7.2,Reported
7,627899,"Altoona, WI 54720",Other,"Other situation, please describe below.",2019.7.2,Reported
8,627310,"Boise, ID 83704",None,None,2019.7.1,Reported
9,627322,"Salt Lake City, UT 84106",None,None,2019.7.1,Reported
0,627357,"Northlake Drive, San Jose, CA 95117",None,None,2019.7.1,Reported
1,623531,"New Orleans, LA",U-lock and cable,"Lock is missing, along with the bike",2019.7.1,None
2,627726,"Houston, TX 77005",Cable lock,"Lock was cut, and left at the scene.",2019.7.1,Reported
3,627415,"Park City, UT 84098",None,None,2019.7.1,Reported
4,636684,"Saint Louis Park, MN 5534655416",Chain with padlock,"Lock was cut, and left at the scene",2019.7.1,Reported
5,627416,"Park City, UT 84098",None,None,2019.7.1,Reported
6,627435,"Boulder, CO 80304",None,None,2019.7.1,None
7,627759,"Los Angeles,, CA 90025",None,None,2019.7.1,Reported
8,627315,"Seattle, WA 98103",Cable lock,"Lock is missing, along with the bike.",2019.7.1,Reported
0,627289,"Philadelphia, PA 19149",Cable lock,"Lock is missing, along with the bike.",2019.7.1,None
1,635682,"Boise, ID 83706",None,None,2019.7.1,None
2,627225,"Longmont, CO 80503",None,None,2019.7.1,None
3,380597,"Chandler, AZ 85225",Cable lock,"Lock is missing, along with the bike",2019.7.1,Reported
4,628702,"Minneapolis, MN 55408",U-lock,None,2019.7.1,None
5,628700,"Minneapolis, MN 55408",U-lock,None,2019.7.1,None
