,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,40871,"Portland, OR 97217",None,None,2015.3.11,None
1,40934,"Portland, OR 97209",Cable lock,"Lock was cut, and left at the scene.",2015.3.11,None
2,40913,"Chicago, IL 60613",Not locked,Bike was not locked,2015.3.11,None
3,40886,"Portland, OR 97206",U-lock,None,2015.3.11,Reported
4,40915,"Portland, OR 97214",Not locked,Bike was not locked,2015.3.11,Reported
5,40895,"Tucson, AZ 85719",Other,None,2015.3.11,Reported
6,40883,"San Francisco, CA 94103",Not locked,None,2015.3.11,Reported
7,40936,"San Francisco, CA 94117",U-lock,Bike was not locked,2015.3.11,None
8,40928,"San Francisco, CA 94110",U-lock,"Lock was opened, and left unharmed at the scene.",2015.3.11,Reported
9,40891,"San Francisco, CA 94105",Cable lock,"Lock is missing, along with the bike.",2015.3.11,Reported
0,40907,"Emeryville, CA 94608",U-lock,"Other situation, please describe below.",2015.3.11,Reported
1,40910,"Salem, OR 97301",Cable lock,"Lock is missing, along with the bike.",2015.3.11,Reported
2,40925,"San Francisco, CA CA",Cable lock,"Lock is missing, along with the bike.",2015.3.11,None
3,40927,"Lexington, KY",Cable lock,"Lock was cut, and left at the scene.",2015.3.11,None
4,41343,"San Diego, CA 92110",Cable lock,"Lock was cut, and left at the scene.",2015.3.11,Reported
5,40884,"San Francisco, CA CA",Not locked,Bike was not locked,2015.3.11,Reported
6,40867,"Seattle, WA 98105",None,None,2015.3.10,Reported
7,40858,OR 97202,None,None,2015.3.10,None
8,41079,"Walnut Creek, CA 94595",Cable lock,None,2015.3.10,Reported
9,42357,"San Diego, CA 92101",U-lock and cable,"Lock was cut, and left at the scene.",2015.3.10,Reported
0,41952,"Houston, TX 77054",Cable lock,"Lock is missing, along with the bike.",2015.3.10,Reported
1,40973,"Berkeley, CA 94705",Not locked,Bike was not locked,2015.3.10,Reported
2,41448,"Canoga Park, CA 91303",U-lock,"Other situation, please describe below.",2015.3.10,Reported
3,40875,"Oakland, CA 94612",Not locked,Bike was not locked,2015.3.10,None
4,40970,"Berkeley, CA 94705",Not locked,Bike was not locked,2015.3.10,Reported
5,40864,"Chicago, IL 60647",U-lock,None,2015.3.10,None
6,40802,OR 97215,None,None,2015.3.9,None
7,40800,"Portland, OR 97202",None,None,2015.3.9,Reported
8,40778,"Portland, OR 97203",None,None,2015.3.9,None
9,40777,"Portland, OR 97214",None,None,2015.3.9,Reported
0,40779,"Las Vegas, NV 89123",Not locked,Bike was not locked,2015.3.9,None
1,40775,"San Francisco, CA 94133",U-lock,"Lock was cut, and left at the scene.",2015.3.9,None
2,40767,"Phoenix, AZ 85083",None,None,2015.3.9,None
3,40865,"San, CA 92126",Other,"Other situation, please describe below.",2015.3.9,Reported
4,40807,"Berkeley, CA 94705",U-lock,"Lock is missing, along with the bike.",2015.3.9,Reported
5,40801,"Chicago, IL 60654",Cable lock,"Lock is missing, along with the bike.",2015.3.9,Reported
