,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,17834,"Albuquerque, NM 87048",None,None,2013.4.27,None
1,17901,"Miami, FL 33133",None,None,2013.4.27,None
2,17536,"Kansas City, MO 64111",None,None,2013.4.27,None
3,17757,"Seattle, WA 98109",None,None,2013.4.26,Reported
4,14725,"Meridian, ID 83646",None,None,2013.4.26,Reported
5,17765,"Portland, OR 97214",None,None,2013.4.26,None
6,17797,"Santa Maria, CA 93458",None,None,2013.4.26,Reported
7,16726,"New York, NY 10023",None,None,2013.4.26,None
8,14724,"Meridian, ID 83646",None,None,2013.4.26,Reported
9,17746,"Hollywood, FL 33019",None,None,2013.4.26,Reported
0,20518,"Portland, OR 97217",None,None,2013.4.26,Reported
1,17769,"San Luis Obispo, CA 93401",None,None,2013.4.25,Reported
2,14714,"Portland, OR 97206",None,None,2013.4.25,Reported
3,11137,"Pittsburgh, PA 15226",None,None,2013.4.25,None
4,14716,"Portland, OR 97214",None,None,2013.4.25,None
5,17843,"Rochester, NY 14467",None,None,2013.4.25,Reported
6,11146,"New Orleans, LA 70116",None,None,2013.4.25,None
7,18428,"Portland, OR 97232",None,None,2013.4.25,Reported
8,18425,"Manteca, CA 95336",None,None,2013.4.25,None
9,18420,"Long Beach, CA 90806",None,None,2013.4.25,Reported
0,18411,"Houston, TX 77006",None,None,2013.4.24,Reported
1,17441,"Manhattan, New York, NY 10305",None,None,2013.4.24,None
2,14703,"Portland, OR 97214",None,None,2013.4.24,Reported
3,17659,"Portland, OR 97214",None,None,2013.4.24,None
4,18383,"Portland, OR 97214",None,None,2013.4.24,None
5,17707,"Lakewood, CO 80226",None,None,2013.4.24,None
6,18309,"Denver, CO 80202",None,None,2013.4.24,Reported
7,14715,"San Diego, CA 92102",None,None,2013.4.24,None
8,18404,"Houston, TX 77006",None,None,2013.4.24,None
9,18201,"Cambridge, MA 02138",None,None,2013.4.24,Reported
0,20504,"San Francisco, CA 94117",None,None,2013.4.24,Reported
1,20910,"Mercer Island, WA 98040",None,None,2013.4.23,Reported
2,17638,"Seattle, WA 98109",None,None,2013.4.23,Reported
3,7679,"Portland, OR 97215",None,None,2013.4.23,Reported
4,14711,"Cortland, NY 13045",None,None,2013.4.23,None
5,21526,"Miami, FL 33132",None,None,2013.4.23,None
6,15081,"Lacey, WA 98503",None,None,2013.4.23,Reported
7,14690,"Berkeley, CA 94711",None,None,2013.4.22,None
8,14535,"Vancouver, WA 98684",None,None,2013.4.22,Reported
9,17600,"Seattle, WA 98108",None,None,2013.4.22,None
0,17656,"San Francisco, CA 94110",None,None,2013.4.22,Reported
1,17626,"Seattle, WA 98109",None,None,2013.4.22,Reported
2,22956,"Oakland, CA 94608",None,None,2013.4.22,Reported
3,11115,"Portland, OR 97211",None,None,2013.4.22,Reported
4,14780,"Palo Alto, CA 94306",None,None,2013.4.22,Reported
5,17564,"Portland, OR 97214",None,None,2013.4.22,None
6,22953,"San Francisco, CA 94107",None,None,2013.4.22,None
7,17602,"Vancouver, WA 98684",None,None,2013.4.22,None
8,11144,"San Francisco, CA 94110",None,None,2013.4.22,None
9,14666,"Portland, OR 97213",None,None,2013.4.21,Reported
0,14667,"Oak Grove, OR 97267",None,None,2013.4.21,Reported
1,15069,"Chicago, IL 60612",None,None,2013.4.21,Reported
2,17690,"Portland, OR 97214",None,None,2013.4.21,None
3,18330,"Denver, CO 80206",None,None,2013.4.21,Reported
