,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,681210,"New Orleans, LA 70117",None,None,2019.12.18,None
1,685055,"Virginia Beach, VA 23454",None,None,2019.12.18,None
2,681413,"Fullerton, CA 92831",None,None,2019.12.18,Reported
3,681057,"New Orleans, LA 70115",None,None,2019.12.18,None
4,681035,"Van Nuys, CA 91406",None,None,2019.12.18,Reported
5,681509,"Oakland, CA 94612",None,None,2019.12.18,None
6,680998,"Loyola Marymount University, Los Angeles, CA 90045",Not locked,Bike was not locked,2019.12.18,Reported
7,680980,"1915 Broadway, Oakland, CA 94612",None,None,2019.12.18,None
0,644799,"Los Angeles, CA 90034",U-lock and cable,"Other situation, please describe below",2019.12.18,Reported
1,680925,"Milwaukee, WI 53225",None,None,2019.12.18,None
2,480336,"Seattle, WA 98125",Other,"Other situation, please describe below",2019.12.18,None
3,655794,"Portland, OR 97201",None,None,2019.12.18,None
4,840803,"2727 De Anza Road, San Diego, CA 92109",Cable lock,"Lock was cut, and left at the scene",2019.12.18,Reported
5,57815,"Oakland, CA 94609-2492",U-lock,"Lock is missing, along with the bike",2019.12.18,Reported
6,674869,"Portland, OR 97201",None,None,None,None
7,680084,"West Palm Beach, FL 33401",Other,"Other situation, please describe below",2019.12.18,Reported
0,680903,"WEST SEATTLE, 41ST AND WALKER, Seattle, WA 98116",Other,Bike was not locked,2019.12.18,Reported
1,680888,"4th ave, Ellensburg, WA 98926",None,None,2019.12.17,None
2,680880,"4261 Hunter St, Apt 3f, Long Island City, NY 11101",None,None,2019.12.17,None
3,439324,"Seattle, WA",Cable lock,"Lock was cut, and left at the scene",2019.12.17,Reported
4,681048,"Alameda, CA 94501",Heavy duty bicycle security chain,None,2019.12.17,None
5,682842,"Seattle, WA 98103",U-lock,"Lock is missing, along with the bike",2019.12.17,Reported
6,680873,"1150 4th St SW, Apt 1010, Washington, DC 20024",None,None,2019.12.17,None
7,681070,"Miami, FL 33138",Cable lock,"Lock is missing, along with the bike",2019.12.17,None
0,680843,"6997 Friars Rd, San Diego, CA 92108",Cable lock,"Lock was cut, and left at the scene",2019.12.17,Reported
1,683723,"588 Bell Street, Seattle, WA 98121",Cable lock,"Lock is missing, along with the bike",2019.12.17,Reported
2,681251,"Menlo Park, CA 94025",Other,"Other situation, please describe below",2019.12.17,Reported
3,680815,"2261 Hampton Greens Blvd, Melbourne, FL 32935",Other,"Lock is missing, along with the bike",2019.12.17,None
4,680799,"Seattle, WA 98103",None,None,2019.12.17,None
5,122479,"Carpinteria, CA 93013",Cable lock,Bike was not locked,2019.12.17,None
6,680638,"1496 Market St, San Francisco, CA 94102",Not locked,None,2019.12.17,Reported
0,680775,"Portland, OR 97214",U-lock,"Lock is missing, along with the bike",2019.12.17,Reported
1,391102,"Anaheim, CA 92805",Not locked,Bike was not locked,2019.12.17,None
2,680779,"Sioux Falls, SD 57105",Other,"Other situation, please describe below",2019.12.17,Reported
3,681342,"Los Angeles, CA 90007",None,None,2019.12.17,None
4,685899,"233 West Street-Pier 26, New York, NY 10013",Not locked,"Other situation, please describe below",2019.12.17,Reported
5,680686,"2301 Market st, San Francisco, CA 94105",Cable lock,"Lock was cut, and left at the scene",2019.12.16,Reported
6,681679,"New Orleans, LA 70119",U-lock,"Other situation, please describe below",2019.12.16,None
7,442512,"Portland, OR 97212",U-lock,None,2019.12.16,Reported
0,680861,"New Orleans, LA 70119",U-lock,"Lock was opened, and left unharmed at the scene",2019.12.16,None
1,680803,"Denver, CO 80221",Heavy duty bicycle security chain,"Lock is missing, along with the bike",2019.12.16,None
2,684598,"New York, NY 10010",Other,"Other situation, please describe below",2019.12.16,None
3,601316,"Los Angeles, CA 91345",Other,"Object that bike was locked to was broken, removed, or otherwise compromised",2019.12.16,None
4,680595,"College Park, MD 20740",None,None,2019.12.16,None
5,681319,"Waimea, HI HI",Other,"Other situation, please describe below",2019.12.16,Reported
