,Bike ID,Location,Locking description,Locking circumvented,Date stolen,Police report
0,601496,"919 Bayview Drive, Manhattan Beach, CA 90266",Cable lock,"Lock is missing, along with the bike.",2019.4.13,Reported
1,601421,"Gainesville, FL 32608",U-lock,"Other situation, please describe below.",2019.4.13,None
2,601279,"New Orleans, LA 70119",None,None,2019.4.12,None
3,602765,"Portland, OR 97217",Chain with padlock,"Lock is missing, along with the bike.",2019.4.12,None
4,600766,"Tucson, AZ 85716",Not locked,Bike was not locked,2019.4.12,Reported
5,600756,"13820 s 44th st., Phx, AZ 85044",None,None,2019.4.12,None
6,600748,"New Orleans, LA 70118",None,None,2019.4.12,None
7,600796,"Brooklyn and Lake Shore Avenues, Oakland, CA 94606",None,None,2019.4.12,None
8,601348,"Corner of Jax Brewery, bike rack, New Orleans, LA 70119",U-lock,None,2019.4.12,None
0,600711,"Denver, CO 80205",None,None,2019.4.12,None
1,600704,"Venice, CA 90291",None,None,2019.4.12,Reported
2,601374,"Seattle, WA 98116",Chain with padlock,"Other situation, please describe below.",2019.4.12,Reported
3,600699,"3520 31st Ave W, Seattle, WA 98199",Not locked,"Other situation, please describe below.",2019.4.12,Reported
4,600691,"Philadelphia, PA 19107",None,None,2019.4.12,None
5,600678,"536 14th ST APT 1, San Francisco, CA 94103",Other,"Lock is missing, along with the bike.",2019.4.12,Reported
6,679768,"San Francisco, CA 94123",U-lock,Bike was not locked,2019.4.12,Reported
0,604042,"San Diego, CA 92115",Other,"Other situation, please describe below.",2019.4.12,None
1,600991,"Portland, OR 97215",None,None,2019.4.12,Reported
2,600679,"185 Washington Park, Brooklyn, NY 11205",U-lock and cable,"Lock is missing, along with the bike.",2019.4.12,None
3,600658,"640 louisa, New Orleans, LA 70117",Cable lock,"Lock is missing, along with the bike.",2019.4.12,None
4,600801,"Cambridge, MA 02139",Not locked,None,2019.4.12,None
5,600800,"100 California Drive, Millbrae, CA 94030",U-lock,"Lock is missing, along with the bike.",2019.4.11,Reported
6,600646,"New Orleans, LA",None,None,2019.4.11,None
7,600652,"San Francisco, CA 94108",None,None,2019.4.11,None
8,398157,"New Orleans, LA 70116",U-lock,"Other situation, please describe below.",2019.4.11,None
0,600612,"2370 Market Street, San Francisco, CA 94114",U-lock,None,2019.4.11,None
1,600585,"Oregon, OR 97030",None,Bike was not locked,2019.4.11,Reported
2,613436,"Washington, DC 20002",U-lock,"Lock was cut, and left at the scene.",2019.4.11,Reported
3,603154,"504 northwestern ave, West Lafayette, IN 47906",None,None,2019.4.11,None
4,600539,"Seattle, WA 98195",U-lock and cable,"Lock was cut, and left at the scene.",2019.4.11,Reported
5,600504,"616 S Salcedo Street, New Orleans, LA 70119",None,None,2019.4.11,None
6,600520,"41 10th St NE, Atlanta, GA 30309",Cable lock,"Lock is missing, along with the bike.",2019.4.11,Reported
0,600512,"Milwaukee, WI 53202",Not locked,"Other situation, please describe below.",2019.4.11,Reported
1,600511,"Milwaukee, WI 53202",Not locked,"Other situation, please describe below.",2019.4.11,Reported
2,600506,"3540 n meridian , Indianapolis, IN 46208",None,"Lock was cut, and left at the scene.",2019.4.11,None
3,608626,"New Orleans, LA 70130",None,None,2019.4.11,None
4,616273,"Athens, GA 30601",Chain with padlock,"Lock is missing, along with the bike.",2019.4.11,None
5,600799,"300 Lakeside Dr, Oakland, CA 94610",U-lock,"Lock is missing, along with the bike.",2019.4.11,Reported
6,600713,"300 J St, Sacramento, CA 95814",None,None,2019.4.11,None
7,600716,"300 J st, Sacramento, CA 95814",None,None,2019.4.11,None
0,602672,"San Francisco, CA 94105",U-lock,"Lock was cut, and left at the scene.",2019.4.10,Reported
1,600569,"Tucson, AZ 85716",Not locked,Bike was not locked,2019.4.10,Reported
2,600472,"2041 N Vermont Ave, Los Angeles, CA 90027",Heavy duty bicycle security chain,"Lock is missing, along with the bike.",2019.4.10,Reported
3,600470,"Brandon, FL 33510",U-lock and cable,"Other situation, please describe below.",2019.4.10,None
